Date,Open,High,Low,Close,Adj Close,Volume
2019-06-12,98.650002,102.699997,98.650002,101.300003,100.608734,1492500
2019-06-13,101.750000,104.849998,100.900002,104.849998,104.134506,1344900
2019-06-14,107.699997,110.500000,102.849998,106.050003,105.326317,2290800
2019-06-17,105.650002,107.949997,103.349998,107.949997,107.213348,1491800
2019-06-18,111.750000,113.550003,106.199997,110.599998,109.845268,2138400
2019-06-19,108.449997,115.599998,107.500000,115.099998,114.314560,2288900
2019-06-20,125.000000,132.000000,123.000000,130.399994,129.510147,5541500
2019-06-21,129.500000,133.050003,124.349998,132.949997,132.042740,2567000
2019-06-24,134.250000,147.800003,133.600006,147.800003,146.791412,3233100
2019-06-25,148.600006,149.000000,129.649994,138.100006,137.389999,4290900
2019-06-26,129.449997,140.149994,129.000000,136.649994,135.947449,1919500
2019-06-27,133.600006,134.600006,130.500000,133.550003,132.863403,1717000
2019-06-28,134.800003,137.750000,131.199997,137.149994,136.444885,2047300
2019-07-01,125.550003,128.000000,120.699997,121.849998,121.223541,2130100
2019-07-02,125.599998,137.100006,124.699997,135.300003,134.604401,2209300
2019-07-03,137.949997,138.000000,132.649994,137.149994,136.444885,1350000
2019-07-05,126.300003,134.699997,121.599998,133.250000,132.564941,2038800
2019-07-08,133.699997,136.300003,130.050003,132.850006,132.166992,1016700
2019-07-09,131.899994,136.850006,130.199997,136.850006,136.146439,1471600
2019-07-10,143.500000,146.050003,138.699997,145.850006,145.100159,2340100
2019-07-11,144.750000,147.149994,137.600006,141.100006,140.374588,2002200
2019-07-12,142.699997,146.250000,140.100006,145.649994,144.901184,1536700
2019-07-15,145.500000,147.250000,142.100006,145.350006,144.602737,1230500
2019-07-16,144.600006,147.699997,141.649994,143.100006,142.364304,2096300
2019-07-17,145.399994,160.100006,145.050003,160.000000,159.177414,3052900
2019-07-18,158.000000,181.550003,154.350006,180.949997,180.019699,4208200
2019-07-19,173.300003,180.899994,168.100006,175.050003,174.150040,3022300
2019-07-22,177.050003,181.000000,174.899994,179.449997,178.527405,1876400
2019-07-23,179.500000,183.399994,168.750000,173.250000,172.359283,2438600
2019-07-24,177.350006,179.199997,172.500000,178.050003,177.134613,1533300
2019-07-25,174.949997,175.000000,162.550003,164.699997,163.853241,2110400
2019-07-26,166.100006,168.199997,160.899994,162.100006,161.266617,1428700
2019-07-29,164.300003,170.399994,160.600006,170.300003,169.424454,1176100
2019-07-30,172.000000,174.649994,169.250000,171.699997,170.817261,1492300
2019-07-31,169.000000,172.350006,145.649994,147.000000,146.244247,3703500
2019-08-01,140.250000,170.899994,140.000000,169.649994,168.777786,3471800
2019-08-02,166.949997,173.949997,163.949997,167.750000,166.887558,1787500
2019-08-05,181.100006,190.000000,177.899994,183.050003,182.108902,3506100
2019-08-06,183.050003,186.449997,177.199997,184.350006,183.402222,1775000
2019-08-07,200.550003,209.500000,194.100006,195.300003,194.295929,3103800
2019-08-08,192.350006,207.199997,187.550003,205.000000,203.946060,1876000
2019-08-09,200.750000,207.350006,196.300003,197.149994,196.136414,1784200
2019-08-12,201.000000,204.750000,189.600006,190.000000,189.023178,2238100
2019-08-13,197.250000,198.149994,166.350006,179.250000,178.328445,2813700
2019-08-14,188.350006,190.899994,177.500000,177.649994,176.736664,1701900
2019-08-15,175.600006,186.399994,173.100006,183.750000,182.805298,1685600
2019-08-16,176.850006,181.550003,172.250000,175.350006,174.448502,1473000
2019-08-19,165.100006,176.949997,162.550003,168.899994,168.031647,1369400
2019-08-20,173.149994,187.350006,172.149994,185.300003,184.347336,1451200
2019-08-21,180.500000,185.550003,179.500000,182.649994,181.710953,1071400
2019-08-22,179.449997,184.000000,176.000000,178.000000,177.084869,1101200
2019-08-23,181.300003,200.750000,180.100006,199.449997,198.424591,2443300
2019-08-26,200.250000,206.449997,194.800003,200.149994,199.120987,1587100
2019-08-27,200.750000,219.300003,199.750000,218.350006,217.227432,2261500
2019-08-28,219.800003,223.699997,207.149994,214.850006,213.745422,1554500
2019-08-29,215.699997,216.399994,193.449997,199.649994,198.623550,2447300
2019-08-30,196.000000,208.649994,194.800003,203.050003,202.006088,1464200
2019-09-03,211.250000,221.199997,208.250000,213.100006,212.004410,1845800
2019-09-04,212.750000,225.500000,211.550003,225.500000,224.340652,1556000
2019-09-05,210.000000,210.399994,187.050003,190.000000,189.023178,2872800
2019-09-06,194.000000,198.399994,173.500000,174.000000,173.105438,2359000
2019-09-09,176.500000,178.149994,157.949997,160.050003,159.227158,3277800
2019-09-10,159.449997,165.350006,155.050003,155.800003,154.999008,2175900
2019-09-11,158.250000,167.649994,156.350006,159.750000,158.928696,2399100
2019-09-12,173.600006,176.199997,151.000000,152.000000,151.218536,3167700
2019-09-13,154.100006,156.750000,140.550003,141.050003,140.324844,3022600
2019-09-16,150.449997,154.600006,144.899994,151.500000,150.721115,2145900
2019-09-17,153.750000,167.449997,152.600006,164.699997,163.853241,2545700
2019-09-18,164.750000,165.500000,145.000000,155.300003,154.501572,2831600
2019-09-19,159.100006,165.550003,157.800003,164.300003,163.455307,1588500
2019-09-20,165.699997,174.300003,160.050003,173.850006,172.956207,2365100
2019-09-23,176.750000,183.050003,175.000000,182.649994,181.710953,1947700
2019-09-24,176.699997,190.899994,174.000000,189.149994,188.177536,2548900
2019-09-25,185.699997,187.250000,164.899994,169.100006,168.230637,2419100
2019-09-26,171.050003,175.000000,163.100006,163.300003,162.460449,1434800
2019-09-27,152.500000,158.300003,149.100006,151.699997,150.920074,2452400
2019-09-30,143.000000,149.850006,136.500000,139.300003,138.583832,2502700
2019-10-01,138.000000,151.000000,136.100006,142.949997,142.215057,2912100
2019-10-02,150.949997,151.750000,144.050003,150.300003,149.527283,2565300
2019-10-03,150.649994,160.600006,147.550003,147.899994,147.139618,2430300
2019-10-04,145.800003,158.100006,145.600006,157.699997,156.889236,2040400
2019-10-07,152.750000,159.399994,150.550003,153.000000,152.213394,1389000
2019-10-08,160.550003,165.750000,156.050003,165.750000,164.897842,2069600
2019-10-09,165.000000,165.500000,157.149994,160.300003,159.475876,1641600
2019-10-10,158.750000,161.850006,150.899994,160.250000,159.426117,1842000
2019-10-11,153.350006,153.850006,140.600006,141.750000,141.021240,2792100
2019-10-14,142.100006,146.449997,141.050003,143.050003,142.314560,1238400
2019-10-15,139.949997,140.000000,129.000000,129.250000,128.585495,2341700
2019-10-16,132.649994,137.000000,129.000000,136.699997,135.997192,1931200
2019-10-17,133.199997,146.199997,133.100006,142.300003,141.568405,2140500
2019-10-18,140.399994,144.600006,137.600006,143.000000,142.264801,1559900
2019-10-21,145.000000,145.500000,133.199997,134.399994,133.709015,1685600
2019-10-22,135.149994,137.600006,129.050003,133.699997,133.012619,1790900
2019-10-23,135.050003,140.800003,135.050003,137.899994,137.191025,1804700
